INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT
13;16.07.2010 0:00:00;1;600000;12346
14;16.07.2010 0:00:00;1;600000;11938
15;16.07.2010 0:00:00;1;600000;11733
16;16.07.2010 0:00:00;1;600000;11550
17;16.07.2010 0:00:00;1;600000;11443
18;16.07.2010 0:00:00;1;600000;11088
19;16.07.2010 0:00:00;1;600000;10716
20;16.07.2010 0:00:00;1;600000;10964
21;16.07.2010 0:00:00;1;600000;11302
22;16.07.2010 0:00:00;1;600000;10841
23;16.07.2010 0:00:00;1;600000;10215
0;17.07.2010 0:00:00;1;600000;9675
1;17.07.2010 0:00:00;1;600000;9311
2;17.07.2010 0:00:00;1;600000;9089
3;17.07.2010 0:00:00;1;600000;8947
4;17.07.2010 0:00:00;1;600000;8881
5;17.07.2010 0:00:00;1;600000;9049
6;17.07.2010 0:00:00;1;600000;9350
7;17.07.2010 0:00:00;1;600000;9952
8;17.07.2010 0:00:00;1;600000;10672
9;17.07.2010 0:00:00;1;600000;10843
10;17.07.2010 0:00:00;1;600000;10865
11;17.07.2010 0:00:00;1;600000;10972
12;17.07.2010 0:00:00;1;600000;11055
13;17.07.2010 0:00:00;1;600000;10926
14;17.07.2010 0:00:00;1;600000;10724
15;17.07.2010 0:00:00;1;600000;10528
16;17.07.2010 0:00:00;1;600000;10552
17;17.07.2010 0:00:00;1;600000;10486
18;17.07.2010 0:00:00;1;600000;10293
19;17.07.2010 0:00:00;1;600000;10149
20;17.07.2010 0:00:00;1;600000;10310
21;17.07.2010 0:00:00;1;600000;10723
22;17.07.2010 0:00:00;1;600000;10344
23;17.07.2010 0:00:00;1;600000;9602
0;18.07.2010 0:00:00;1;600000;9238
1;18.07.2010 0:00:00;1;600000;9024
2;18.07.2010 0:00:00;1;600000;8890
3;18.07.2010 0:00:00;1;600000;8716
4;18.07.2010 0:00:00;1;600000;8547
5;18.07.2010 0:00:00;1;600000;8706
6;18.07.2010 0:00:00;1;600000;8785
7;18.07.2010 0:00:00;1;600000;9282
8;18.07.2010 0:00:00;1;600000;9741
9;18.07.2010 0:00:00;1;600000;10247
10;18.07.2010 0:00:00;1;600000;10386
11;18.07.2010 0:00:00;1;600000;10288
12;18.07.2010 0:00:00;1;600000;10412
13;18.07.2010 0:00:00;1;600000;10391
14;18.07.2010 0:00:00;1;600000;10240
15;18.07.2010 0:00:00;1;600000;10334
16;18.07.2010 0:00:00;1;600000;10129
17;18.07.2010 0:00:00;1;600000;10215
18;18.07.2010 0:00:00;1;600000;10118
19;18.07.2010 0:00:00;1;600000;10037
20;18.07.2010 0:00:00;1;600000;10157
21;18.07.2010 0:00:00;1;600000;10659
22;18.07.2010 0:00:00;1;600000;10235
23;18.07.2010 0:00:00;1;600000;9578
0;19.07.2010 0:00:00;1;600000;9074
1;19.07.2010 0:00:00;1;600000;8987
2;19.07.2010 0:00:00;1;600000;8932
3;19.07.2010 0:00:00;1;600000;8711
4;19.07.2010 0:00:00;1;600000;8663
5;19.07.2010 0:00:00;1;600000;9032
6;19.07.2010 0:00:00;1;600000;9864
7;19.07.2010 0:00:00;1;600000;10940
8;19.07.2010 0:00:00;1;600000;11845
9;19.07.2010 0:00:00;1;600000;12095
10;19.07.2010 0:00:00;1;600000;11915
11;19.07.2010 0:00:00;1;600000;11823
12;19.07.2010 0:00:00;1;600000;11916
13;19.07.2010 0:00:00;1;600000;12099
14;19.07.2010 0:00:00;1;600000;11908
15;19.07.2010 0:00:00;1;600000;11876
16;19.07.2010 0:00:00;1;600000;11551
17;19.07.2010 0:00:00;1;600000;11387
18;19.07.2010 0:00:00;1;600000;11056
19;19.07.2010 0:00:00;1;600000;10878
20;19.07.2010 0:00:00;1;600000;10907
21;19.07.2010 0:00:00;1;600000;11401
22;19.07.2010 0:00:00;1;600000;10893
23;19.07.2010 0:00:00;1;600000;9858
0;20.07.2010 0:00:00;1;600000;9539
1;20.07.2010 0:00:00;1;600000;9098
2;20.07.2010 0:00:00;1;600000;9171
3;20.07.2010 0:00:00;1;600000;9053
4;20.07.2010 0:00:00;1;600000;9104
5;20.07.2010 0:00:00;1;600000;9330
6;20.07.2010 0:00:00;1;600000;10002
7;20.07.2010 0:00:00;1;600000;11120
8;20.07.2010 0:00:00;1;600000;11812
9;20.07.2010 0:00:00;1;600000;12076
10;20.07.2010 0:00:00;1;600000;11993
11;20.07.2010 0:00:00;1;600000;11976
12;20.07.2010 0:00:00;1;600000;11919
13;20.07.2010 0:00:00;1;600000;12078
14;20.07.2010 0:00:00;1;600000;11947
15;20.07.2010 0:00:00;1;600000;11788
16;20.07.2010 0:00:00;1;600000;11546
17;20.07.2010 0:00:00;1;600000;11322
18;20.07.2010 0:00:00;1;600000;11099
19;20.07.2010 0:00:00;1;600000;11071
20;20.07.2010 0:00:00;1;600000;11064
21;20.07.2010 0:00:00;1;600000;11424
22;20.07.2010 0:00:00;1;600000;10972
23;20.07.2010 0:00:00;1;600000;10012
0;21.07.2010 0:00:00;1;600000;9628
1;21.07.2010 0:00:00;1;600000;9385
2;21.07.2010 0:00:00;1;600000;8983
3;21.07.2010 0:00:00;1;600000;9071
4;21.07.2010 0:00:00;1;600000;9042
5;21.07.2010 0:00:00;1;600000;9456
6;21.07.2010 0:00:00;1;600000;10210
7;21.07.2010 0:00:00;1;600000;11192
8;21.07.2010 0:00:00;1;600000;12070
9;21.07.2010 0:00:00;1;600000;12207
10;21.07.2010 0:00:00;1;600000;12012
11;21.07.2010 0:00:00;1;600000;11977
12;21.07.2010 0:00:00;1;600000;12209
13;21.07.2010 0:00:00;1;600000;12255
14;21.07.2010 0:00:00;1;600000;12207
15;21.07.2010 0:00:00;1;600000;12052
16;21.07.2010 0:00:00;1;600000;11714
17;21.07.2010 0:00:00;1;600000;11436
18;21.07.2010 0:00:00;1;600000;11376
19;21.07.2010 0:00:00;1;600000;11124
20;21.07.2010 0:00:00;1;600000;11319
21;21.07.2010 0:00:00;1;600000;11588
22;21.07.2010 0:00:00;1;600000;11026
23;21.07.2010 0:00:00;1;600000;10243
0;22.07.2010 0:00:00;1;600000;9627
1;22.07.2010 0:00:00;1;600000;9411
2;22.07.2010 0:00:00;1;600000;9487
3;22.07.2010 0:00:00;1;600000;9188
4;22.07.2010 0:00:00;1;600000;9148
5;22.07.2010 0:00:00;1;600000;9420
6;22.07.2010 0:00:00;1;600000;10215
7;22.07.2010 0:00:00;1;600000;11337
8;22.07.2010 0:00:00;1;600000;12011
9;22.07.2010 0:00:00;1;600000;12359
10;22.07.2010 0:00:00;1;600000;12183
11;22.07.2010 0:00:00;1;600000;12080
12;22.07.2010 0:00:00;1;600000;12255
13;22.07.2010 0:00:00;1;600000;12428
14;22.07.2010 0:00:00;1;600000;12252
15;22.07.2010 0:00:00;1;600000;12017
16;22.07.2010 0:00:00;1;600000;11768
17;22.07.2010 0:00:00;1;600000;11632
18;22.07.2010 0:00:00;1;600000;11321
19;22.07.2010 0:00:00;1;600000;11108
20;22.07.2010 0:00:00;1;600000;11186
21;22.07.2010 0:00:00;1;600000;11801
22;22.07.2010 0:00:00;1;600000;11172
23;22.07.2010 0:00:00;1;600000;10334
0;23.07.2010 0:00:00;1;600000;9902
1;23.07.2010 0:00:00;1;600000;9614
2;23.07.2010 0:00:00;1;600000;9479
3;23.07.2010 0:00:00;1;600000;9169
4;23.07.2010 0:00:00;1;600000;9256
5;23.07.2010 0:00:00;1;600000;9558
6;23.07.2010 0:00:00;1;600000;10192
7;23.07.2010 0:00:00;1;600000;11333
8;23.07.2010 0:00:00;1;600000;12031
9;23.07.2010 0:00:00;1;600000;12346
10;23.07.2010 0:00:00;1;600000;12234
11;23.07.2010 0:00:00;1;600000;12121
12;23.07.2010 0:00:00;1;600000;12239
13;23.07.2010 0:00:00;1;600000;12425
14;23.07.2010 0:00:00;1;600000;12037
15;23.07.2010 0:00:00;1;600000;11900
16;23.07.2010 0:00:00;1;600000;11634
17;23.07.2010 0:00:00;1;600000;11531
18;23.07.2010 0:00:00;1;600000;11262
19;23.07.2010 0:00:00;1;600000;11117
20;23.07.2010 0:00:00;1;600000;11162
21;23.07.2010 0:00:00;1;600000;11587
22;23.07.2010 0:00:00;1;600000;11034
23;23.07.2010 0:00:00;1;600000;10301
0;24.07.2010 0:00:00;1;600000;9806
1;24.07.2010 0:00:00;1;600000;9662
